"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price","Cabin_Class","Number_of_Stops","Flight_Layover","Booking_Date","Days_Until_Departure","Is_Holiday_Season","Is_Peak_Season","ATF_Price_INR"
"Jet Airways","2019-04-09 00:00:00","Banglore","Delhi","BLR → DEL","11:10","14:05","2h 55m","non-stop","In-flight meal not included","4544","First Class","1","1 Stop(s)","2019-02-09 00:00:00","59","0","1","80454.608973105"
"Air India","2019-06-12 00:00:00","Kolkata","Banglore","CCU → BBI → BOM → BLR","12:00","07:55 13 Jun","19h 55m","2 stops","No info","9416","Economy","3","3 Stop(s)","2019-05-09 00:00:00","34","0","0","79805.206124781"
"Vistara","2019-06-09 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:10","22:55","15h 45m","1 stop","No info","8662","Business","2","2 Stop(s)","2019-05-16 00:00:00","24","0","0","77726.182837445"
"Air India","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:00","19:15","9h 15m","1 stop","No info","9194","Business","2","2 Stop(s)","2019-06-15 00:00:00","9","0","0","85674.100271778"
"SpiceJet","2019-06-03 00:00:00","Kolkata","Banglore","CCU → BLR","06:55","09:30","2h 35m","non-stop","No info","3873","Business","1","1 Stop(s)","2019-05-23 00:00:00","11","0","0","73075.947757969"
"IndiGo","2019-06-09 00:00:00","Kolkata","Banglore","CCU → PAT → BLR","09:20","14:15","4h 55m","1 stop","No info","11465","First Class","2","2 Stop(s)","2019-04-23 00:00:00","47","0","0","80984.378259525"
"Air India","2019-06-09 00:00:00","Delhi","Cochin","DEL → BLR → COK","09:45","23:00","13h 15m","1 stop","No info","8907","First Class","2","2 Stop(s)","2019-04-16 00:00:00","54","0","0","77284.720032535"
"Air India","2019-03-21 00:00:00","Delhi","Cochin","DEL → HYD → BOM → COK","17:15","19:15 22 Mar","26h","2 stops","No info","8770","Economy","3","3 Stop(s)","2019-03-10 00:00:00","11","1","1","85138.347224964"
"Jet Airways","2019-03-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:55","04:25 28 Mar","18h 30m","1 stop","No info","12242","Economy","2","2 Stop(s)","2019-03-13 00:00:00","14","0","1","74059.536049431"
"Multiple carriers","2019-06-12 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:00","19:00","9h","1 stop","No info","12192","First Class","2","2 Stop(s)","2019-05-21 00:00:00","22","0","0","86896.397875532"
"Vistara","2019-04-01 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:10","10:45 02 Apr","27h 35m","1 stop","No info","8505","Business","2","2 Stop(s)","2019-02-07 00:00:00","53","0","1","78508.019906243"
"Jet Airways","2019-05-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","14:05","09:20 10 May","19h 15m","1 stop","In-flight meal not included","9663","First Class","2","2 Stop(s)","2019-03-26 00:00:00","44","0","0","76998.043626197"
"Multiple carriers","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:30","19:15","11h 45m","1 stop","No info","8614","First Class","2","2 Stop(s)","2019-05-29 00:00:00","17","0","0","81427.238986473"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → IDR → BOM → COK","05:30","04:25 25 Jun","22h 55m","2 stops","No info","13292","First Class","3","3 Stop(s)","2019-06-02 00:00:00","22","0","0","64874.788040291"
"Multiple carriers","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","12:50","21:00","8h 10m","1 stop","No info","7740","First Class","2","2 Stop(s)","2019-04-05 00:00:00","59","0","0","68682.182788416"
"IndiGo","2019-05-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","18:35","01:30 02 May","6h 55m","1 stop","No info","8854","Economy","2","2 Stop(s)","2019-04-29 00:00:00","2","1","1","86452.060855646"
"IndiGo","2019-03-06 00:00:00","Delhi","Cochin","DEL → HYD → MAA → COK","08:35","21:20","12h 45m","2 stops","No info","7682","First Class","3","3 Stop(s)","2019-03-01 00:00:00","5","0","1","67332.767760048"
"IndiGo","2019-05-09 00:00:00","Kolkata","Banglore","CCU → BLR","17:15","19:50","2h 35m","non-stop","No info","4804","Economy","1","1 Stop(s)","2019-03-25 00:00:00","45","0","0","80774.163581101"
"Vistara","2019-05-21 00:00:00","Banglore","Delhi","BLR → DEL","09:45","12:35","2h 50m","non-stop","No info","4668","Business","1","1 Stop(s)","2019-05-14 00:00:00","7","0","0","68948.469778681"
"Multiple carriers","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","15:15","01:30 25 Jun","10h 15m","1 stop","In-flight meal not included","5797","Business","2","2 Stop(s)","2019-06-10 00:00:00","14","0","0","80922.863194337"
"Air India","2019-04-03 00:00:00","Delhi","Cochin","DEL → COK","14:10","17:10","3h","non-stop","No info","4729","Business","1","1 Stop(s)","2019-03-12 00:00:00","22","0","1","89293.783950402"
"Multiple carriers","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","01:30 22 May","12h 30m","1 stop","No info","7888","Economy","2","2 Stop(s)","2019-04-13 00:00:00","38","0","0","82055.820663678"
"IndiGo","2019-05-24 00:00:00","Kolkata","Banglore","CCU → MAA → BLR","08:10","13:00","4h 50m","1 stop","No info","5069","Economy","2","2 Stop(s)","2019-05-18 00:00:00","6","0","0","79596.024595714"
"Air India","2019-03-21 00:00:00","Delhi","Cochin","DEL → RPR → NAG → BOM → COK","05:15","19:15 22 Mar","38h","3 stops","No info","9128","Business","4","4 Stop(s)","2019-03-02 00:00:00","19","1","1","64769.087509366"
"Jet Airways","2019-05-01 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","09:20 02 May","13h 20m","1 stop","In-flight meal not included","9663","Economy","2","2 Stop(s)","2019-03-25 00:00:00","37","1","1","80774.163581101"
"Air India","2019-06-06 00:00:00","Delhi","Cochin","DEL → MAA → COK","20:40","09:25 07 Jun","12h 45m","1 stop","No info","7952","Business","2","2 Stop(s)","2019-04-17 00:00:00","50","0","0","77761.257938155"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:00","12:35 25 Jun","26h 35m","1 stop","In-flight meal not included","10262","First Class","2","2 Stop(s)","2019-04-26 00:00:00","59","0","0","71895.17222541"
"Jet Airways","2019-06-06 00:00:00","Delhi","Cochin","DEL → LKO → BOM → COK","11:45","04:25 07 Jun","16h 40m","2 stops","No info","13882","Business","3","3 Stop(s)","2019-06-03 00:00:00","3","0","0","78466.786928515"
"IndiGo","2019-05-12 00:00:00","Banglore","Delhi","BLR → DEL","13:00","15:50","2h 50m","non-stop","No info","4591","Economy","1","1 Stop(s)","2019-05-03 00:00:00","9","1","1","88682.509041697"
"Air India","2019-03-12 00:00:00","Mumbai","Hyderabad","BOM → GOI → PNQ → HYD","21:10","16:55","4h 15m","2 stops","No info","16172","Economy","3","3 Stop(s)","2019-02-12 00:00:00","28","0","1","80928.935877818"
"IndiGo","2019-04-18 00:00:00","Banglore","Delhi","BLR → DEL","01:30","04:15","2h 45m","non-stop","No info","4591","Business","1","1 Stop(s)","2019-03-23 00:00:00","26","1","1","72427.88983544"
"IndiGo","2019-06-24 00:00:00","Mumbai","Hyderabad","BOM → HYD","06:25","07:55","1h 30m","non-stop","No info","4049","Business","1","1 Stop(s)","2019-05-04 00:00:00","51","0","0","79319.705976889"
"IndiGo","2019-05-03 00:00:00","Kolkata","Banglore","CCU → BLR","15:30","18:05","2h 35m","non-stop","No info","4804","Economy","1","1 Stop(s)","2019-04-26 00:00:00","7","0","0","71895.17222541"
"Multiple carriers","2019-03-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","15:30","7h 30m","1 stop","No info","6673","Business","2","2 Stop(s)","2019-02-07 00:00:00","48","0","1","78508.019906243"
"Jet Airways","2019-06-27 00:00:00","Delhi","Cochin","DEL → AMD → BOM → COK","23:05","04:25 29 Jun","29h 20m","2 stops","In-flight meal not included","11150","First Class","3","3 Stop(s)","2019-05-27 00:00:00","31","0","0","63006.806619369"
"Air India","2019-06-15 00:00:00","Delhi","Cochin","DEL → CCU → BOM → COK","20:15","19:15 16 Jun","23h","2 stops","No info","13591","Business","3","3 Stop(s)","2019-04-19 00:00:00","57","0","0","66692.448979219"
"IndiGo","2019-05-09 00:00:00","Banglore","Delhi","BLR → DEL","06:05","08:50","2h 45m","non-stop","No info","4077","Economy","1","1 Stop(s)","2019-04-25 00:00:00","14","0","0","84413.934591074"
"Multiple carriers","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:05","19:15","12h 10m","1 stop","In-flight meal not included","12927","Business","2","2 Stop(s)","2019-05-28 00:00:00","4","0","0","87584.47841234"
"Jet Airways","2019-05-21 00:00:00","Delhi","Cochin","DEL → BHO → BOM → COK","05:30","12:35","7h 5m","2 stops","No info","16274","Business","3","3 Stop(s)","2019-04-18 00:00:00","33","0","0","77167.557173726"
"Vistara","2019-05-15 00:00:00","Banglore","Delhi","BLR → DEL","07:00","09:40","2h 40m","non-stop","No info","4668","Economy","1","1 Stop(s)","2019-05-14 00:00:00","1","0","0","68948.469778681"
"Jet Airways","2019-05-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","20:55","12:35 28 May","15h 40m","1 stop","In-flight meal not included","12898","First Class","2","2 Stop(s)","2019-05-17 00:00:00","10","0","0","77229.757465487"
"Air India","2019-03-06 00:00:00","Mumbai","Hyderabad","BOM → DEL → HYD","16:00","23:45","7h 45m","1 stop","No info","11678","Economy","2","2 Stop(s)","2019-02-27 00:00:00","7","0","1","67598.748076193"
"IndiGo","2019-06-12 00:00:00","Delhi","Cochin","DEL → LKO → COK","21:50","03:35 13 Jun","5h 45m","1 stop","No info","5775","Economy","2","2 Stop(s)","2019-04-24 00:00:00","49","0","0","68923.108525654"
"SpiceJet","2019-03-01 00:00:00","Kolkata","Banglore","CCU → BLR","09:00","11:30","2h 30m","non-stop","No info","5515","First Class","1","1 Stop(s)","2019-02-09 00:00:00","20","1","1","80454.608973105"
"Jet Airways","2019-03-18 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","22:50","09:00 16 Mar","10h 10m","1 stop","No info","13555","First Class","2","2 Stop(s)","2019-02-20 00:00:00","26","0","1","77105.903112536"
"Jet Airways","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","16:30","04:40 25 May","12h 10m","1 stop","No info","14571","First Class","2","2 Stop(s)","2019-05-09 00:00:00","15","0","0","79805.206124781"
"SpiceJet","2019-06-09 00:00:00","Mumbai","Hyderabad","BOM → HYD","13:15","14:45","1h 30m","non-stop","No info","2227","Economy","1","1 Stop(s)","2019-06-06 00:00:00","3","0","0","84219.56876175"
"Air India","2019-06-24 00:00:00","Banglore","Delhi","BLR → DEL","13:20","16:10","2h 50m","non-stop","No info","6961","Business","1","1 Stop(s)","2019-06-18 00:00:00","6","0","0","81899.716872722"
"Air India","2019-03-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:00","19:15","12h 15m","1 stop","No info","15704","First Class","2","2 Stop(s)","2019-01-17 00:00:00","51","0","1","60606.55192321"
"Jet Airways","2019-03-06 00:00:00","Mumbai","Hyderabad","BOM → HYD","10:20","11:50","1h 30m","non-stop","No info","8040","First Class","1","1 Stop(s)","2019-01-07 00:00:00","58","0","1","73127.616337881"
"Jet Airways","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","19:15","04:25 02 Jun","9h 10m","1 stop","No info","14714","Economy","2","2 Stop(s)","2019-04-13 00:00:00","49","0","0","82055.820663678"
"Jet Airways","2019-03-27 00:00:00","Delhi","Cochin","DEL → IXC → BOM → COK","06:20","04:25 28 Mar","22h 5m","2 stops","In-flight meal not included","9296","Business","3","3 Stop(s)","2019-03-20 00:00:00","7","0","1","68884.205925664"
"Multiple carriers","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","19:00","10h","1 stop","No info","10197","First Class","2","2 Stop(s)","2019-05-07 00:00:00","14","0","0","60575.79594928"
"Air India","2019-06-12 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","19:15","6h 15m","1 stop","No info","8372","Economy","2","2 Stop(s)","2019-04-28 00:00:00","45","0","0","77438.186179076"
"Vistara","2019-03-09 00:00:00","Delhi","Cochin","DEL → COK","14:55","17:50","2h 55m","non-stop","No info","6741","Business","1","1 Stop(s)","2019-03-03 00:00:00","6","0","1","63311.254234929"
"IndiGo","2019-03-09 00:00:00","Chennai","Kolkata","MAA → CCU","17:05","19:40","2h 35m","non-stop","No info","6297","Economy","1","1 Stop(s)","2019-02-02 00:00:00","35","0","1","73684.509966496"
"Jet Airways","2019-06-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","08:25","18:15","9h 50m","1 stop","No info","13626","Business","2","2 Stop(s)","2019-05-11 00:00:00","32","0","0","78540.462869965"
"Jet Airways","2019-05-27 00:00:00","Delhi","Cochin","DEL → AMD → BOM → COK","19:10","19:00 28 May","23h 50m","2 stops","No info","15129","Business","3","3 Stop(s)","2019-04-23 00:00:00","34","0","0","80984.378259525"
"IndiGo","2019-03-21 00:00:00","Delhi","Cochin","DEL → BLR → COK","02:00","07:45","5h 45m","1 stop","No info","6426","Economy","2","2 Stop(s)","2019-03-08 00:00:00","13","1","1","84629.796895438"
"Jet Airways","2019-03-09 00:00:00","Delhi","Cochin","DEL → ATQ → BOM → COK","20:10","04:25 10 Mar","8h 15m","2 stops","No info","20904","First Class","3","3 Stop(s)","2019-02-14 00:00:00","23","0","1","80003.00146337"
"Air Asia","2019-04-09 00:00:00","Delhi","Cochin","DEL → BLR → COK","20:45","07:10 10 Apr","10h 25m","1 stop","No info","6451","Economy","2","2 Stop(s)","2019-02-21 00:00:00","47","0","1","73158.04540387"
"Air India","2019-03-01 00:00:00","Banglore","New Delhi","BLR → BBI → DEL","09:30","23:45","14h 15m","1 stop","No info","12704","Economy","2","2 Stop(s)","2019-02-25 00:00:00","4","1","1","64839.28553655"
"Jet Airways","2019-05-24 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","09:45 25 May","13h 20m","1 stop","No info","13067","Business","2","2 Stop(s)","2019-05-22 00:00:00","2","0","0","71026.856101437"
"Jet Airways","2019-05-18 00:00:00","Banglore","Delhi","BLR → DEL","06:00","08:45","2h 45m","non-stop","No info","7229","First Class","1","1 Stop(s)","2019-04-22 00:00:00","26","1","1","85392.260174134"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BDQ → BOM → COK","18:25","04:25 23 Mar","34h","2 stops","No info","12347","First Class","3","3 Stop(s)","2019-02-02 00:00:00","47","1","1","73684.509966496"
"Multiple carriers","2019-03-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:55","21:00","7h 5m","1 stop","No info","17057","Business","2","2 Stop(s)","2019-02-09 00:00:00","22","0","1","80454.608973105"
"Air India","2019-05-18 00:00:00","Kolkata","Banglore","CCU → BOM → HBX → BLR","09:25","18:20","8h 55m","2 stops","No info","8366","First Class","3","3 Stop(s)","2019-05-04 00:00:00","14","1","1","79319.705976889"
"Multiple carriers","2019-05-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:00","01:30 10 May","15h 30m","1 stop","No info","15078","First Class","2","2 Stop(s)","2019-04-12 00:00:00","27","0","0","68100.239195765"
"Air Asia","2019-06-09 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:35","19:25","11h 50m","1 stop","No info","7870","First Class","2","2 Stop(s)","2019-05-30 00:00:00","10","0","0","89965.410197036"
"IndiGo","2019-05-12 00:00:00","Mumbai","Hyderabad","BOM → HYD","16:55","18:25","1h 30m","non-stop","No info","3603","Economy","1","1 Stop(s)","2019-04-06 00:00:00","36","1","1","65495.740860213"
"Air India","2019-06-12 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:00","16:15","9h 15m","1 stop","No info","11936","Business","2","2 Stop(s)","2019-05-12 00:00:00","31","0","0","72863.061028373"
"Multiple carriers","2019-05-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:00","01:30 28 May","15h 30m","1 stop","In-flight meal not included","8925","Economy","2","2 Stop(s)","2019-04-25 00:00:00","32","0","0","84413.934591074"
"Air India","2019-04-21 00:00:00","Delhi","Cochin","DEL → COK","14:10","17:10","3h","non-stop","No info","6934","Business","1","1 Stop(s)","2019-03-21 00:00:00","31","1","1","63561.831568627"
"Jet Airways","2019-04-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:30","19:00","7h 30m","1 stop","In-flight meal not included","6542","Economy","2","2 Stop(s)","2019-02-18 00:00:00","56","0","1","69462.850527726"
"IndiGo","2019-03-15 00:00:00","Kolkata","Banglore","CCU → BLR","14:20","16:55","2h 35m","non-stop","No info","4778","First Class","1","1 Stop(s)","2019-01-20 00:00:00","54","0","1","86100.364447405"
"IndiGo","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BLR","17:15","19:50","2h 35m","non-stop","No info","4804","Economy","1","1 Stop(s)","2019-05-11 00:00:00","13","0","0","78540.462869965"
"Jet Airways","2019-05-12 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","10:55 13 May","14h 30m","1 stop","No info","14151","Business","2","2 Stop(s)","2019-04-22 00:00:00","20","1","1","85392.260174134"
"Multiple carriers","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","19:15","6h 15m","1 stop","No info","16108","Economy","2","2 Stop(s)","2019-05-26 00:00:00","6","0","0","81116.657506211"
"Multiple carriers","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","15:00","01:30 02 Jun","10h 30m","1 stop","No info","13377","First Class","2","2 Stop(s)","2019-04-16 00:00:00","46","0","0","77284.720032535"
"SpiceJet","2019-04-01 00:00:00","Banglore","Delhi","BLR → DEL","09:30","12:20","2h 50m","non-stop","No check-in baggage included","3919","First Class","1","1 Stop(s)","2019-02-18 00:00:00","42","0","1","69462.850527726"
"Multiple carriers","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:55","21:00","7h 5m","1 stop","In-flight meal not included","15136","First Class","2","2 Stop(s)","2019-02-03 00:00:00","31","0","1","77053.018466059"
"Vistara","2019-05-21 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:10","20:20","13h 10m","1 stop","No info","9345","Business","2","2 Stop(s)","2019-05-16 00:00:00","5","0","0","77726.182837445"
"Multiple carriers","2019-03-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","02:15","15:30","13h 15m","1 stop","No info","12327","Business","2","2 Stop(s)","2019-03-04 00:00:00","23","0","1","79689.887683958"
"Jet Airways","2019-03-18 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","08:55","16:10","7h 15m","1 stop","No info","12284","Economy","2","2 Stop(s)","2019-01-31 00:00:00","46","0","1","67936.668363139"
"Air India","2019-05-15 00:00:00","Delhi","Cochin","DEL → HYD → BOM → COK","17:15","19:15 16 May","26h","2 stops","No info","13039","First Class","3","3 Stop(s)","2019-03-30 00:00:00","46","0","0","77278.394866685"
"Jet Airways","2019-03-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:25","04:25 10 Mar","11h","1 stop","In-flight meal not included","11848","Economy","2","2 Stop(s)","2019-01-17 00:00:00","51","0","1","60606.55192321"
"Jet Airways","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","18:15","19:00 22 May","24h 45m","1 stop","No info","16079","Economy","2","2 Stop(s)","2019-04-02 00:00:00","49","0","0","80022.31139891"
"IndiGo","2019-05-03 00:00:00","Kolkata","Banglore","CCU → BLR","22:15","00:50 04 May","2h 35m","non-stop","No info","4804","Business","1","1 Stop(s)","2019-04-11 00:00:00","22","0","0","80334.496103887"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","23:35 10 Jun","27h 35m","1 stop","In-flight meal not included","10844","Business","2","2 Stop(s)","2019-06-04 00:00:00","5","0","0","63714.599485483"
"Vistara","2019-04-01 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:20","10:45 02 Apr","14h 25m","1 stop","No info","8505","First Class","2","2 Stop(s)","2019-03-26 00:00:00","6","0","1","76998.043626197"
"Air India","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → GOI → BLR","09:25","05:35 25 Mar","20h 10m","2 stops","No info","11774","Business","3","3 Stop(s)","2019-01-30 00:00:00","53","0","1","72439.858199716"
"Jet Airways","2019-06-03 00:00:00","Banglore","Delhi","BLR → DEL","06:00","08:45","2h 45m","non-stop","In-flight meal not included","5769","Business","1","1 Stop(s)","2019-05-08 00:00:00","26","0","0","69047.244500236"
"Jet Airways","2019-05-01 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","08:25","20:45","12h 20m","1 stop","In-flight meal not included","10844","First Class","2","2 Stop(s)","2019-03-16 00:00:00","46","1","1","82177.907381949"
"SpiceJet","2019-05-24 00:00:00","Chennai","Kolkata","MAA → CCU","08:20","10:35","2h 15m","non-stop","No info","3597","First Class","1","1 Stop(s)","2019-04-12 00:00:00","42","0","0","68100.239195765"
"Multiple carriers","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:00","18:50","8h 50m","1 stop","No info","16497","First Class","2","2 Stop(s)","2019-02-18 00:00:00","16","0","1","69462.850527726"
"Jet Airways","2019-05-15 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","17:00","19:10 16 May","26h 10m","1 stop","No info","14151","Business","2","2 Stop(s)","2019-04-18 00:00:00","27","0","0","77167.557173726"
"IndiGo","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BLR","09:35","12:20","2h 45m","non-stop","No info","4804","First Class","1","1 Stop(s)","2019-03-22 00:00:00","45","0","0","69539.495381819"
"Air India","2019-05-24 00:00:00","Mumbai","Hyderabad","BOM → HYD","15:00","16:25","1h 25m","non-stop","No info","3100","First Class","1","1 Stop(s)","2019-04-23 00:00:00","31","0","0","80984.378259525"
"Jet Airways","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","19:00","10h","1 stop","No info","14714","Economy","2","2 Stop(s)","2019-05-15 00:00:00","19","0","0","77098.947321038"
"IndiGo","2019-03-01 00:00:00","Mumbai","Hyderabad","BOM → HYD","16:55","18:25","1h 30m","non-stop","No info","8853","Economy","1","1 Stop(s)","2019-01-18 00:00:00","42","1","1","84978.595366438"
"IndiGo","2019-06-01 00:00:00","Delhi","Cochin","DEL → MAA → COK","07:15","12:30","5h 15m","1 stop","No info","6582","First Class","2","2 Stop(s)","2019-04-12 00:00:00","50","0","0","68100.239195765"
"Vistara","2019-06-03 00:00:00","Banglore","Delhi","BLR → DEL","11:30","14:20","2h 50m","non-stop","No info","4668","Business","1","1 Stop(s)","2019-04-17 00:00:00","47","0","0","77761.257938155"
"Jet Airways","2019-06-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","16:20 07 Jun","20h 20m","1 stop","No info","14571","First Class","2","2 Stop(s)","2019-04-30 00:00:00","37","0","0","80775.947702333"
"Jet Airways","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","21:50","04:25 07 Mar","6h 35m","1 stop","In-flight meal not included","13843","First Class","2","2 Stop(s)","2019-01-25 00:00:00","40","0","1","63548.232776068"
"Multiple carriers","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","06:40","19:15","12h 35m","1 stop","No info","7354","Business","2","2 Stop(s)","2019-04-24 00:00:00","40","0","0","68923.108525654"
"IndiGo","2019-06-01 00:00:00","Kolkata","Banglore","CCU → BLR","22:15","00:50 02 Jun","2h 35m","non-stop","No info","4804","First Class","1","1 Stop(s)","2019-05-10 00:00:00","22","0","0","68702.328216313"
"IndiGo","2019-06-01 00:00:00","Chennai","Kolkata","MAA → CCU","22:05","00:25 02 Jun","2h 20m","non-stop","No info","5277","First Class","1","1 Stop(s)","2019-04-22 00:00:00","40","0","0","85392.260174134"
"Air India","2019-03-27 00:00:00","Delhi","Cochin","DEL → BLR → COK","20:30","08:15 28 Mar","11h 45m","1 stop","No info","5998","Economy","2","2 Stop(s)","2019-02-04 00:00:00","51","0","1","60563.694013091"
"IndiGo","2019-04-01 00:00:00","Banglore","Delhi","BLR → DEL","13:00","15:50","2h 50m","non-stop","No info","4591","Economy","1","1 Stop(s)","2019-03-03 00:00:00","29","0","1","63311.254234929"
"IndiGo","2019-05-06 00:00:00","Chennai","Kolkata","MAA → CCU","14:45","17:05","2h 20m","non-stop","No info","3597","First Class","1","1 Stop(s)","2019-03-20 00:00:00","47","0","0","68884.205925664"
"Jet Airways","2019-06-24 00:00:00","Mumbai","Hyderabad","BOM → HYD","19:35","21:05","1h 30m","non-stop","No info","5678","Business","1","1 Stop(s)","2019-05-10 00:00:00","45","0","0","68702.328216313"
"IndiGo","2019-06-06 00:00:00","Chennai","Kolkata","MAA → CCU","07:55","10:15","2h 20m","non-stop","No info","3850","First Class","1","1 Stop(s)","2019-05-02 00:00:00","35","0","0","75039.731457801"
"SpiceJet","2019-06-18 00:00:00","Mumbai","Hyderabad","BOM → HYD","13:15","14:45","1h 30m","non-stop","No info","2017","Business","1","1 Stop(s)","2019-05-11 00:00:00","38","0","0","78540.462869965"
"Jet Airways","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","20:55","19:00 16 Jun","22h 5m","1 stop","In-flight meal not included","10262","First Class","2","2 Stop(s)","2019-04-29 00:00:00","47","0","0","86452.060855646"
"Air India","2019-06-12 00:00:00","Delhi","Cochin","DEL → JAI → BOM → COK","12:00","19:15","7h 15m","2 stops","No info","8603","Economy","3","3 Stop(s)","2019-04-30 00:00:00","43","0","0","80775.947702333"
"Multiple carriers","2019-03-03 00:00:00","Delhi","Cochin","DEL → HYD → COK","13:05","22:20","9h 15m","1 stop","No info","14153","First Class","2","2 Stop(s)","2019-02-21 00:00:00","10","0","1","73158.04540387"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","23:35 07 May","27h 10m","1 stop","In-flight meal not included","8066","Business","2","2 Stop(s)","2019-04-03 00:00:00","33","0","0","63953.935872132"
"Multiple carriers","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","12:50","01:35 22 Mar","12h 45m","1 stop","No info","7695","Business","2","2 Stop(s)","2019-02-24 00:00:00","25","1","1","66266.302682845"
"SpiceJet","2019-03-06 00:00:00","Delhi","Cochin","DEL → PNQ → COK","08:45","13:15","4h 30m","1 stop","No info","8488","Business","2","2 Stop(s)","2019-03-03 00:00:00","3","0","1","63311.254234929"
"GoAir","2019-03-18 00:00:00","Banglore","New Delhi","BLR → DEL","11:40","14:35","2h 55m","non-stop","No info","4340","Business","1","1 Stop(s)","2019-03-05 00:00:00","13","0","1","64145.488540458"
"Jet Airways","2019-05-15 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","10:55 16 May","14h 30m","1 stop","No info","14151","First Class","2","2 Stop(s)","2019-03-18 00:00:00","58","0","0","68484.208877292"
"Jet Airways","2019-03-18 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","16:55","05:05 16 Mar","12h 10m","1 stop","In-flight meal not included","11087","Economy","2","2 Stop(s)","2019-02-04 00:00:00","42","0","1","60563.694013091"
"Jet Airways","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","19:45","18:10 25 Mar","22h 25m","1 stop","No info","13759","Economy","2","2 Stop(s)","2019-02-26 00:00:00","26","0","1","79593.249763962"
"Jet Airways","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","19:15","04:25 22 May","9h 10m","1 stop","No info","16079","First Class","2","2 Stop(s)","2019-05-07 00:00:00","14","0","0","60575.79594928"
